videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
D6DVTLvOupE,30M🎉🎉,30M🎉🎉,喵喵,https://yt3.ggpht.com/KSngfAfFF1HrY3B7ljslsUN8mbUHgeA9hwBNQhXakUfs2MSAK66Ofz8reZsB5rmTl3OIQObbbKg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC6L19cDir8mVs4GEJCGeETg,UC6L19cDir8mVs4GEJCGeETg,TRUE,none,2,2023-06-26T03:31:43Z,2023-06-26T03:31:43Z
D6DVTLvOupE,キャベツ切った後の白黒の外出た瞬間の所の低音がカッコよくて好き低音出るスピーカーで聞いてみて四足歩行の何かがとても可愛い,"キャベツ切った後の白黒の外出た瞬間の所の低音がカッコよくて好き
低音出るスピーカーで聞いてみて

四足歩行の何かがとても可愛い",む,https://yt3.ggpht.com/ytc/AOPolaR1db22WNnWv4mnAyNcif1hKX_PcwRwC3dBXNe_tOElhdCQAcyknCh-LyQ4sUg2wv0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCxzBnkHcttD6AcWlpNvRXQQ,UCxzBnkHcttD6AcWlpNvRXQQ,TRUE,none,1,2023-06-26T02:03:19Z,2023-06-26T02:03:19Z
D6DVTLvOupE,らあやわあゆさあやさあさやあゆさいやさなさなやさあやあゆはあゃあやあさや,らあやわあゆさあやさあさやあゆさいやさなさなやさあやあゆはあゃあやあさや,Beautz Villamayor,https://yt3.ggpht.com/ytc/AOPolaRNDYpg1LYynfmGEKlR3O5CmGFm8qay2MzR5CNCHw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCYxBfAWQUImQaPnwSIuazCw,UCYxBfAWQUImQaPnwSIuazCw,TRUE,none,0,2023-06-26T01:06:15Z,2023-06-26T01:06:15Z
D6DVTLvOupE,ーおじゃうっゆ,ーおじゃうっゆ,Beautz Villamayor,https://yt3.ggpht.com/ytc/AOPolaRNDYpg1LYynfmGEKlR3O5CmGFm8qay2MzR5CNCHw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCYxBfAWQUImQaPnwSIuazCw,UCYxBfAWQUImQaPnwSIuazCw,TRUE,none,0,2023-06-26T01:05:20Z,2023-06-26T01:05:20Z
D6DVTLvOupE,長年自災されて当初からお亡くなりになられていたギースハワードさんにはお悔やみ申し上げますがご息子に被害が及ぶ前にこの動画を世間に公表して頂いた事を心から感謝致します,"長年自災されて当初からお亡くなりになられていたギースハワードさんにはお悔やみ申し上げますが
ご息子に被害が及ぶ前にこの動画を世間に公表して頂いた事を心から感謝致します",nira nira,https://yt3.ggpht.com/ytc/AOPolaRnZAQ_CXTvjTu1tPzfCWVCUa229YlW2kCX5w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCOr3WcXz25NL32jIYwH7fDA,UCOr3WcXz25NL32jIYwH7fDA,TRUE,none,1,2023-06-25T19:20:27Z,2023-06-25T19:20:27Z
D6DVTLvOupE,自分の県風強い,自分の県風強い,いきます いきます HIKAKIN_mania,https://yt3.ggpht.com/31hGyTn2PM05jZlx3wjQkogY2ACsQ_cCtmRxqmQCGOq_QVrOh7686L3V4IpVoKJSRNl4t1lfcw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCXTo22irdhICey3uS3lgcDg,UCXTo22irdhICey3uS3lgcDg,TRUE,none,1,2023-06-25T16:03:14Z,2023-06-25T16:03:14Z
D6DVTLvOupE,3000万再生おめ,3000万再生おめ,彼鈴鹿,https://yt3.ggpht.com/ytc/AOPolaSLZIM5mR2rTUvK_S9GAdQt4Ki0b2MOxfXhlwA-1A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCqQfkXCxBjh4nsCQuKFrDBg,UCqQfkXCxBjh4nsCQuKFrDBg,TRUE,none,3,2023-06-25T14:48:54Z,2023-06-25T14:48:54Z
D6DVTLvOupE,四千の動画見て来た民🙋‍♀️,四千の動画見て来た民🙋‍♀️,是永,https://yt3.ggpht.com/PeiQEq1pm4kaGOXu37vOqzyO5cIr4TLQcUFeMqCbCNfKSm919_wB2Tevm7Em5opxJyzNmSzRyQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCGnerfZsbU0PASD_F4w7n7Q,UCGnerfZsbU0PASD_F4w7n7Q,TRUE,none,1,2023-06-25T14:38:53Z,2023-06-25T14:38:53Z
D6DVTLvOupE,このバズりは終わらないで欲しいwホロライバーとかの有名配信者ががやり出したからっていうのもあるけど、強風で髪が後ろにいくだけということを歌っただけの曲でこんな大バズりするのすごいね,"このバズりは終わらないで欲しいw
ホロライバーとかの有名配信者ががやり出したからっていうのもあるけど、強風で髪が後ろにいくだけということを歌っただけの曲でこんな大バズりするのすごいね",オクト,https://yt3.ggpht.com/ytc/AOPolaSnsnK2qrkl7xLKti0NG3xmBg-sOW01vueToJgFdxegNOFIQTSJ8uSrkLlpLDx5Hsc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC3EYo1PDd4F0PHFYzvoJakA,UC3EYo1PDd4F0PHFYzvoJakA,TRUE,none,2,2023-06-25T14:23:46Z,2023-06-25T14:25:10Z
D6DVTLvOupE,良い曲😊😊,良い曲😊😊,Good morning my love,https://yt3.ggpht.com/ibygYQ5zgxZAho192fj5TUFrHTQQF2HQNOzl8jlhR59YgnJeaEYmbTryGZ_IkGYenHhF9vSC=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC9d_KrMh0OIZJUmsqcoivFg,UC9d_KrMh0OIZJUmsqcoivFg,TRUE,none,1,2023-06-25T14:15:56Z,2023-06-25T14:15:56Z
D6DVTLvOupE,このリズム中毒性ある！あとやけくそリコーダーかわいい笑,このリズム中毒性ある！あとやけくそリコーダーかわいい笑,色々コメントします,https://yt3.ggpht.com/YG8UAcLDtJS8H0JbgAGG1pWiDeg5EPdB0q8XI3HrfffOXmfTjlevYkqrTlamNO7TJVrnUfm7dQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCOAzqhNUcRhx3_CroxLiT6w,UCOAzqhNUcRhx3_CroxLiT6w,TRUE,none,1,2023-06-25T11:56:01Z,2023-06-25T11:56:01Z
D6DVTLvOupE,こんな素晴らしい曲を作ったら覚えやすい才能すごい,こんな素晴らしい曲を作ったら覚えやすい才能すごい,すみっコぐらし大好き,https://yt3.ggpht.com/PXXvlXX_GClqbljOVMFL9aiUnLKdqxPhq5n0Oc5Yy4Oxb0Pxoj0Mn3OVzUscaFsU2KquIV56LQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCyWUzp5H-r50C9oks8DsELQ,UCyWUzp5H-r50C9oks8DsELQ,TRUE,none,6,2023-06-25T11:54:41Z,2023-06-25T11:54:41Z
D6DVTLvOupE,🦮,🦮,眠れるあいつのサブ,https://yt3.ggpht.com/53hsU-nqFJlHCudLdBos8LpJ_h0uecDA2gU-RsrEN3-7hw4BhQo2A-VpBe5ZJvCtH4wKRrUYq7k=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCQ3e_3LZaA9-IiqmtPFEwMw,UCQ3e_3LZaA9-IiqmtPFEwMw,TRUE,none,1,2023-06-25T11:24:06Z,2023-06-25T11:24:06Z
D6DVTLvOupE,好きな曲調,好きな曲調,レミレイapex,https://yt3.ggpht.com/ytc/AOPolaRToTfOowdAqRImVkjgv3ohPMa3jVoykCkc_Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCDvNAP5C6gk1SyzsNSPNdqw,UCDvNAP5C6gk1SyzsNSPNdqw,TRUE,none,1,2023-06-25T11:21:51Z,2023-06-25T11:21:51Z
D6DVTLvOupE,なんか宮城県並みの、風強くて外出れないパターソン😂,なんか宮城県並みの、風強くて外出れないパターソン😂,ryuta munakata,https://yt3.ggpht.com/ytc/AOPolaR9vuGn6J9cyHobms9OJT_Ww_yKDPpBpFEJU6s=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCGzDXMYJlJDa4tMv3cAV9Sg,UCGzDXMYJlJDa4tMv3cAV9Sg,TRUE,none,1,2023-06-25T10:55:35Z,2023-06-25T10:55:35Z
D6DVTLvOupE,カラス可愛い,カラス可愛い,恵一 新井,https://yt3.ggpht.com/ytc/AOPolaQaDpOGOaEWK3aZDdCuNuoIiwBZ93SrUcrQLaFqM0BILQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCXZBHFgkgOaBkpR7cJo0AqQ,UCXZBHFgkgOaBkpR7cJo0AqQ,TRUE,none,1,2023-06-25T09:48:11Z,2023-06-25T09:48:11Z
D6DVTLvOupE,カスタネット叩いてるのはカラス,カスタネット叩いてるのはカラス,恵一 新井,https://yt3.ggpht.com/ytc/AOPolaQaDpOGOaEWK3aZDdCuNuoIiwBZ93SrUcrQLaFqM0BILQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCXZBHFgkgOaBkpR7cJo0AqQ,UCXZBHFgkgOaBkpR7cJo0AqQ,TRUE,none,1,2023-06-25T09:46:09Z,2023-06-25T09:46:09Z
D6DVTLvOupE,ものすごい才能あるやつが深夜テンションで作ったって言われたら信じる,ものすごい才能あるやつが深夜テンションで作ったって言われたら信じる,NN,https://yt3.ggpht.com/ytc/AOPolaTF9MHcg5UTi0ixq7oEusSSBXORhVBuBJz6T3Aw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCYvzgAqsHBPPZ9a-ZRXN2bA,UCYvzgAqsHBPPZ9a-ZRXN2bA,TRUE,none,5,2023-06-25T09:34:06Z,2023-06-25T09:34:06Z
D6DVTLvOupE,リズム、テンポ、共感の三拍子が揃った中毒性高い歌最高かよ,"リズム、テンポ、共感の三拍子が揃った中毒性高い歌
最高かよ",came on beer,https://yt3.ggpht.com/PBN5HTmEpBo6akh8A-hCS3jiCeiVVhzfVAhRjUaIFJh5yRW4bBHDHLk-JN9aTh6QqZNVWK5ULw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCfGCcrTEf3_4cYbim6UJrIw,UCfGCcrTEf3_4cYbim6UJrIw,TRUE,none,61,2023-06-25T08:06:51Z,2023-06-25T08:06:51Z
D6DVTLvOupE,https://youtube.com/shorts/arOS7BHtiNQ?feature=share,https://youtube.com/shorts/arOS7BHtiNQ?feature=share,게임 하는 사람,https://yt3.ggpht.com/tT-Ln16y4Ydk8tg6Tf9H1mTQ6whHqFsmCkQ-4pmDtsRyd4KFSwn6shmfgX1ewu86KNfumVrpyg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCcVUHHgsoeLtKC5IW8SSYug,UCcVUHHgsoeLtKC5IW8SSYug,TRUE,none,0,2023-06-25T07:49:53Z,2023-06-25T07:49:53Z
D6DVTLvOupE,雨の日の後の晴れの日ってめっちゃ風強くならない？,雨の日の後の晴れの日ってめっちゃ風強くならない？,猫野クロ,https://yt3.ggpht.com/ytc/AOPolaQpd2I4HjH4i7IUHvPRLKopPrLIz-QbQTvCSQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCxyptW9LmXaDD9a8SKon7Jg,UCxyptW9LmXaDD9a8SKon7Jg,TRUE,none,2,2023-06-25T07:23:33Z,2023-06-25T07:24:20Z
D6DVTLvOupE,強風注意報が発表される度に伸びそうな曲,強風注意報が発表される度に伸びそうな曲,かまちゃん,https://yt3.ggpht.com/KlvTG_Clsg9XwhQ3wI6HwqD9a0meOPPSXAWdHY3hTb2e9Ku_2y6Td9Dxk-Q-_nHJY0Z1j88VxpM=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCZQqOPjgVwQrb6ixlUIiceQ,UCZQqOPjgVwQrb6ixlUIiceQ,TRUE,none,37,2023-06-25T06:53:26Z,2023-06-25T06:53:26Z
D6DVTLvOupE,ぴっとめらそんめらそんめらそで♪ってこの曲だったのね😂,ぴっとめらそんめらそんめらそで♪ってこの曲だったのね😂,Googleアカウント,https://yt3.ggpht.com/ytc/AOPolaSvfe77vff6VZSvLX7W6enC2RTbMnqSEHhIbw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCYBMak-56Uq6SUoiTAmjU6w,UCYBMak-56Uq6SUoiTAmjU6w,TRUE,none,0,2023-06-25T06:43:10Z,2023-06-25T06:43:10Z
